schema_version,record_id,feature_id,display_name,alternate_names,feature_type,river_system,site_name,observation_type,mw_value,mw_min,mw_max,mw_unit,mw_kind,current_status,development_level,status_confidence,is_mappable,map_layer,latitude,longitude,location_hint,google_my_maps_description,source_name,source_year,source_url,source_detail,source_quality,data_confidence,notes,needs_review,status_checked_date
1.0,LAB-HYDRO-039,kogaluk-river,Kogaluk River,,river,Kogaluk River,Kogaluk,preliminary_site_estimate,58,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Kogaluk River, Labrador, Newfoundland and Labrador, Canada",Site: Kogaluk | preliminary_potential_estimate: 58 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate.,FALSE,2026-05-02
1.0,LAB-HYDRO-040,mistastin-river,Mistastin River / Mistastin system,,river,Mistastin River / Mistastin system,Mistastin,preliminary_site_estimate,81,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Mistastin River / Mistastin system, Labrador, Newfoundland and Labrador, Canada","Site: Mistastin | preliminary_potential_estimate: 81 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate; check whether river, lake, or broader system is intended.",Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,"Later preliminary estimate; check whether river, lake, or broader system is intended.",TRUE,2026-05-02
1.0,LAB-HYDRO-041,notakwanon-river,Notakwanon River,,river,Notakwanon River,Lower Notakwanon,preliminary_site_estimate,84,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Notakwanon River, Labrador, Newfoundland and Labrador, Canada",Site: Lower Notakwanon | preliminary_potential_estimate: 84 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Lower site in later preliminary list.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Lower site in later preliminary list.,FALSE,2026-05-02
1.0,LAB-HYDRO-042,notakwanon-river,Notakwanon River,,river,Notakwanon River,Upper Notakwanon,preliminary_site_estimate,94,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Notakwanon River, Labrador, Newfoundland and Labrador, Canada",Site: Upper Notakwanon | preliminary_potential_estimate: 94 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Upper site in later preliminary list.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Upper site in later preliminary list.,FALSE,2026-05-02
1.0,LAB-HYDRO-043,ugjoktok-river,Ugjoktok River,,river,Ugjoktok River,Lower Ugjoktok,preliminary_site_estimate,94,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Ugjoktok River, Labrador, Newfoundland and Labrador, Canada",Site: Lower Ugjoktok | preliminary_potential_estimate: 94 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Lower site in later preliminary list.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Lower site in later preliminary list.,FALSE,2026-05-02
1.0,LAB-HYDRO-044,ugjoktok-river,Ugjoktok River,,river,Ugjoktok River,Upper Ugjoktok,preliminary_site_estimate,43,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Ugjoktok River, Labrador, Newfoundland and Labrador, Canada",Site: Upper Ugjoktok | preliminary_potential_estimate: 43 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Upper site in later preliminary list.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Upper site in later preliminary list.,FALSE,2026-05-02
1.0,LAB-HYDRO-045,harp-lake,Harp Lake,,waterbody,Harp Lake,Harp Lake,preliminary_site_estimate,51,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Harp Lake, Labrador, Newfoundland and Labrador, Canada",Site: Harp Lake | preliminary_potential_estimate: 51 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Waterbody/site rather than river; map as point unless hydrologic geometry is verified.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Waterbody/site rather than river; map as point unless hydrologic geometry is verified.,TRUE,2026-05-02
1.0,LAB-HYDRO-046,kanairiktok-river,Kanairiktok River,,river,Kanairiktok River,Kanairiktok,preliminary_site_estimate,153,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Kanairiktok River, Labrador, Newfoundland and Labrador, Canada",Site: Kanairiktok | preliminary_potential_estimate: 153 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Listed separately from Kanairuktok in this source; needs toponym verification.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Listed separately from Kanairuktok in this source; needs toponym verification.,TRUE,2026-05-02
1.0,LAB-HYDRO-047,kingurutik-river,Kingurutik River,,river,Kingurutik River,Kingurutik,preliminary_site_estimate,31,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Kingurutik River, Labrador, Newfoundland and Labrador, Canada",Site: Kingurutik | preliminary_potential_estimate: 31 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate.,FALSE,2026-05-02
1.0,LAB-HYDRO-048,big-river,Big River,,river,Big River,Big,preliminary_site_estimate,109,,,MW,preliminary_potential_estimate,preliminary_unexploited,preliminary_site_inventory,medium,TRUE,preliminary_site_inventory,,,"Big River, Labrador, Newfoundland and Labrador, Canada",Site: Big | preliminary_potential_estimate: 109 MW | Status: preliminary_unexploited | Source: Royal Commission Churchill River report preliminary Labrador sites (2002) | Notes: Later preliminary estimate differs from historical estimate.,Royal Commission Churchill River report preliminary Labrador sites,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Preliminary list of additional Labrador hydroelectric sites; source cautions that engineering feasibility varies and capacities may change.,official/government_report,medium,Later preliminary estimate differs from historical estimate.,TRUE,2026-05-02
1.0,LAB-HYDRO-049,gilbert-river,Gilbert River,,river,Gilbert River,Site 5B,small_hydro_feasibility,2.3,,,MW,small_hydro_design_capacity_or_firm_power_basis,small_hydro_candidate,feasibility_reassessment,medium,TRUE,small_hydro_candidates,,,"Gilbert River, Labrador, Newfoundland and Labrador, Canada",Site: Site 5B | small_hydro_design_capacity_or_firm_power_basis: 2.3 MW | Status: small_hydro_candidate | Source: Hatch / NL Hydro Coastal Labrador small-hydro reassessment (2018) | Notes: Candidate to reduce diesel generation; source noted a dry-year/month shortfall in at least one scenario.,Hatch / NL Hydro Coastal Labrador small-hydro reassessment,2018,https://www.gov.nl.ca/em/files/publications-energy-annex-no-2-re-assessment-of-power-and-energy.pdf,Reassessment of hydraulic potential of Coastal Labrador; Gilbert River Site 5B modelled for small hydro.,official/consultant_report,medium,Candidate to reduce diesel generation; source noted a dry-year/month shortfall in at least one scenario.,TRUE,2026-05-02
1.0,LAB-HYDRO-050,st-lewis-river,St. Lewis River,,river,St. Lewis River,Site 8C,small_hydro_feasibility,3.0,,,MW,small_hydro_installed_capacity_modelled,small_hydro_candidate,feasibility_reassessment,medium,TRUE,small_hydro_candidates,,,"St. Lewis River, Labrador, Newfoundland and Labrador, Canada",Site: Site 8C | small_hydro_installed_capacity_modelled: 3.0 MW | Status: small_hydro_candidate | Source: Hatch / NL Hydro Coastal Labrador small-hydro reassessment (2018) | Notes: Candidate to reduce diesel generation in coastal communities.,Hatch / NL Hydro Coastal Labrador small-hydro reassessment,2018,https://www.gov.nl.ca/em/files/publications-energy-annex-no-2-re-assessment-of-power-and-energy.pdf,Reassessment of hydraulic potential of Coastal Labrador; St. Lewis River Site 8C modelled as run-of-river small hydro.,official/consultant_report,medium,Candidate to reduce diesel generation in coastal communities.,TRUE,2026-05-02
1.0,LAB-HYDRO-051,alexis-river,Alexis River,,river,Alexis River,hydrologic reference / possible coastal supply option,small_hydro_context,,,,MW,hydrologic_reference_not_capacity,small_hydro_candidate,feasibility_context,medium,TRUE,small_hydro_candidates,,,"Alexis River, Labrador, Newfoundland and Labrador, Canada",Site: hydrologic reference / possible coastal supply option | Status: small_hydro_candidate | Source: Hatch / NL Hydro Coastal Labrador small-hydro reassessment (2018) | Notes: Do not interpret this row as a distinct MW estimate; larger historical and preliminary Alexis estimates are separate rows.,Hatch / NL Hydro Coastal Labrador small-hydro reassessment,2018,https://www.gov.nl.ca/em/files/publications-energy-annex-no-2-re-assessment-of-power-and-energy.pdf,Alexis River gauge/flow data used as hydrological reference in coastal small-hydro analysis.,official/consultant_report,medium,Do not interpret this row as a distinct MW estimate; larger historical and preliminary Alexis estimates are separate rows.,FALSE,2026-05-02
1.0,LAB-HYDRO-052,st-marys-river,St. Mary’s River,,river,St. Mary’s River,Mary’s Harbour small hydro,small_hydro_asset_or_candidate,,0.15,0.24,MW,small_hydro_capacity_range_from_public_project_sources,uncertain,small_hydro_project_public_sources,low,TRUE,small_hydro_candidates,,,"St. Mary’s River, Labrador, Newfoundland and Labrador, Canada",Site: Mary’s Harbour small hydro | small_hydro_capacity_range_from_public_project_sources: 0.15-0.24 MW | Status: uncertain | Source: Dalhousie engineering capstone / Atlantic Hydro project document (2019) | Notes: Needs confirmation from an operator or regulator before treating as operating. Listed to avoid losing the small-hydro lead.,Dalhousie engineering capstone / Atlantic Hydro project document,2019,https://cdn.dal.ca/content/dam/dalhousie/images/engineering/CapstoneConference/2019-projects/CIVL07_Takenaka_Atlantic_Hydro.pdf,Public project document discussing Mary’s Harbour / St. Mary’s River small hydro refurbishment context.,public/academic_project,low,Needs confirmation from an operator or regulator before treating as operating. Listed to avoid losing the small-hydro lead.,TRUE,2026-05-02
1.0,LAB-HYDRO-053,st-paul-river,St. Paul River,,interprovincial_river,St. Paul River,,interprovincial_potential_range,,149,250,MW,potential_range,interprovincial_identified,preliminary_interprovincial_estimate,medium,TRUE,interprovincial_rivers,,,"St. Paul River, Labrador, Newfoundland and Labrador, Canada",potential_range: 149-250 MW | Status: interprovincial_identified | Source: Royal Commission Churchill River report interprovincial rivers (2002) | Notes: Interprovincial river; capacity depends on alternatives/diversions and plant location.,Royal Commission Churchill River report interprovincial rivers,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Potential ranges for interprovincial rivers involving Labrador headwaters/development alternatives.,official/government_report,medium,Interprovincial river; capacity depends on alternatives/diversions and plant location.,TRUE,2026-05-02
1.0,LAB-HYDRO-054,st-augustine-river,St. Augustine River,,interprovincial_river,St. Augustine River,,interprovincial_potential_range,,127,250,MW,potential_range,interprovincial_identified,preliminary_interprovincial_estimate,medium,TRUE,interprovincial_rivers,,,"St. Augustine River, Labrador, Newfoundland and Labrador, Canada",potential_range: 127-250 MW | Status: interprovincial_identified | Source: Royal Commission Churchill River report interprovincial rivers (2002) | Notes: Interprovincial river; capacity depends on alternatives/diversions and plant location.,Royal Commission Churchill River report interprovincial rivers,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Potential ranges for interprovincial rivers involving Labrador headwaters/development alternatives.,official/government_report,medium,Interprovincial river; capacity depends on alternatives/diversions and plant location.,TRUE,2026-05-02
1.0,LAB-HYDRO-055,little-mecatina-river,Little Mecatina River,,interprovincial_river,Little Mecatina River,,interprovincial_potential_range,,186,1040,MW,potential_range,interprovincial_identified,preliminary_interprovincial_estimate,medium,TRUE,interprovincial_rivers,,,"Little Mecatina River, Labrador, Newfoundland and Labrador, Canada",potential_range: 186-1040 MW | Status: interprovincial_identified | Source: Royal Commission Churchill River report interprovincial rivers (2002) | Notes: Interprovincial river; capacity depends on alternatives/diversions and plant location.,Royal Commission Churchill River report interprovincial rivers,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Potential ranges for interprovincial rivers involving Labrador headwaters/development alternatives.,official/government_report,medium,Interprovincial river; capacity depends on alternatives/diversions and plant location.,TRUE,2026-05-02
1.0,LAB-HYDRO-056,natashquan-river,Natashquan River,,interprovincial_river,Natashquan River,,interprovincial_potential_range,,56,563,MW,potential_range,interprovincial_identified,preliminary_interprovincial_estimate,medium,TRUE,interprovincial_rivers,,,"Natashquan River, Labrador, Newfoundland and Labrador, Canada",potential_range: 56-563 MW | Status: interprovincial_identified | Source: Royal Commission Churchill River report interprovincial rivers (2002) | Notes: Interprovincial river; capacity depends on alternatives/diversions and plant location.,Royal Commission Churchill River report interprovincial rivers,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Potential ranges for interprovincial rivers involving Labrador headwaters/development alternatives.,official/government_report,medium,Interprovincial river; capacity depends on alternatives/diversions and plant location.,TRUE,2026-05-02
1.0,LAB-HYDRO-057,romaine-river,Romaine River,,interprovincial_river,Romaine River,,interprovincial_potential_range,1330,1330,1330,MW,potential_range,interprovincial_identified,preliminary_interprovincial_estimate,medium,TRUE,interprovincial_rivers,,,"Romaine River, Labrador, Newfoundland and Labrador, Canada",potential_range: 1330 MW | Status: interprovincial_identified | Source: Royal Commission Churchill River report interprovincial rivers (2002) | Notes: Interprovincial river/source-list item; current Quebec-side development status should be checked separately before mapping as Labrador development.,Royal Commission Churchill River report interprovincial rivers,2002,https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf,Potential ranges for interprovincial rivers involving Labrador headwaters/development alternatives.,official/government_report,medium,Interprovincial river/source-list item; current Quebec-side development status should be checked separately before mapping as Labrador development.,TRUE,2026-05-02
1.0,LAB-HYDRO-058,paradise-river-labrador,Paradise River,,river,Paradise River,identity confirmation,identity_confirmation,,,,MW,not_a_power_estimate,unexploited_identified,toponym_context,medium,FALSE,source_context,,,"Paradise River, Labrador, Newfoundland and Labrador, Canada",Site: identity confirmation | Status: unexploited_identified | Source: DFO Rivers of Labrador (public_pdf) | Notes: Context row only. It exists to prevent conflation with the Paradise River hydro station in Newfoundland.,DFO Rivers of Labrador,public_pdf,https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf,Source confirming Paradise River as a Labrador river/system context.,official/federal_report,medium,Context row only. It exists to prevent conflation with the Paradise River hydro station in Newfoundland.,FALSE,2026-05-02
