Entry_ID,Point_Role,Point_Mappable,Feature_ID,Map_Name,Latitude,Longitude,Label,Description,River_or_watercourse,Hydro_site_or_reference,Capacity_or_potential,Current_status,Dam_or_site_lat,Dam_or_site_lon,Dam_point_used,Dam_point_confidence,Mouth_or_coast_lat,Mouth_or_coast_lon,Mouth_or_coast_point_used,Mouth_point_type,Mouth_confidence,Mapping_note,Source_URLs_or_notes
GOO-01,Mouth_or_coast,Yes,GOO-01-MOUTH,Goose River mouth/coast,53.366667,-60.366667,Goose River — mouth/coast,"River mouth/coast/outlet point. Goose River mouth at Goose Bay / Lake Melville. Type: River mouth / coast-system water. Note: Rivers of Labrador gives mouth coordinates and notes Goose/Little Goose Falls, but not exact dam coordinates.",Goose River,Historical potential,246 MW historical,Unexploited / identified,53.397,-61.65,Approximate site near Goose Falls/Little Goose Falls reach inferred from falls distances; verify before engineering use,Approximate/manual,53.366667,-60.366667,Goose River mouth at Goose Bay / Lake Melville,River mouth / coast-system water,Published mouth DMS,"Rivers of Labrador gives mouth coordinates and notes Goose/Little Goose Falls, but not exact dam coordinates.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
FIG-01,Dam_or_site,Yes,FIG-01-SITE,Historical / preliminary potential,53.198645,-63.198577,Fig River — Historical / preliminary potential — site,Potential/actual hydro site point. Fig River official feature point used as proxy. Status: Unexploited / identified. Capacity/potential: 233 MW historical; 204 MW preliminary. Note: No exact public dam point found; official river feature point used.,Fig River,Historical / preliminary potential,233 MW historical; 204 MW preliminary,Unexploited / identified,53.198645,-63.198577,Fig River official feature point used as proxy,River-point proxy,53.198645,-63.198577,Fig River mouth/confluence point used as proxy,River mouth to receiving water,Official feature/proxy,No exact public dam point found; official river feature point used.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://geogratis.gc.ca/services/geoname/en/geonames/AAJGT
FIG-01,Mouth_or_coast,Yes,FIG-01-MOUTH,Fig River mouth/coast,53.198645,-63.198577,Fig River — mouth/coast,River mouth/coast/outlet point. Fig River mouth/confluence point used as proxy. Type: River mouth to receiving water. Note: No exact public dam point found; official river feature point used.,Fig River,Historical / preliminary potential,233 MW historical; 204 MW preliminary,Unexploited / identified,53.198645,-63.198577,Fig River official feature point used as proxy,River-point proxy,53.198645,-63.198577,Fig River mouth/confluence point used as proxy,River mouth to receiving water,Official feature/proxy,No exact public dam point found; official river feature point used.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://geogratis.gc.ca/services/geoname/en/geonames/AAJGT
BIG-01,Dam_or_site,Yes,BIG-01-SITE,Historical / preliminary potential,54.8,-58.96,Big River — Historical / preliminary potential — site,Potential/actual hydro site point. Approximate lower river/falls reach; Big River falls reported inland from mouth. Status: Unexploited / identified. Capacity/potential: 230 MW historical; 109 MW preliminary. Note: Rivers of Labrador describes falls at kilometres 38.6 and 43.5; exact dam coordinate should be digitized from map/source data.,Big River,Historical / preliminary potential,230 MW historical; 109 MW preliminary,Unexploited / identified,54.8,-58.96,Approximate lower river/falls reach; Big River falls reported inland from mouth,Approximate/manual,54.836389,-58.935278,Big River official feature/mouth point,River mouth / coast,Official NRCan feature point,Rivers of Labrador describes falls at kilometres 38.6 and 43.5; exact dam coordinate should be digitized from map/source data.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://geonames.nrcan.gc.ca/search-place-names/unique?id=AABRF; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
BIG-01,Mouth_or_coast,Yes,BIG-01-MOUTH,Big River mouth/coast,54.836389,-58.935278,Big River — mouth/coast,River mouth/coast/outlet point. Big River official feature/mouth point. Type: River mouth / coast. Note: Rivers of Labrador describes falls at kilometres 38.6 and 43.5; exact dam coordinate should be digitized from map/source data.,Big River,Historical / preliminary potential,230 MW historical; 109 MW preliminary,Unexploited / identified,54.8,-58.96,Approximate lower river/falls reach; Big River falls reported inland from mouth,Approximate/manual,54.836389,-58.935278,Big River official feature/mouth point,River mouth / coast,Official NRCan feature point,Rivers of Labrador describes falls at kilometres 38.6 and 43.5; exact dam coordinate should be digitized from map/source data.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://geonames.nrcan.gc.ca/search-place-names/unique?id=AABRF; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
MIN-01,Dam_or_site,Yes,MIN-01-SITE,Historical / preliminary potential,52.615833,-61.181667,Minipi River — Historical / preliminary potential — site,"Potential/actual hydro site point. Minipi River near Minipi Lake, WSC 03OE002. Status: Unexploited / identified. Capacity/potential: 216 MW historical; 647 MW preliminary. Note: No exact dam site found; WSC Minipi station used as site proxy.",Minipi River,Historical / preliminary potential,216 MW historical; 647 MW preliminary,Unexploited / identified,52.615833,-61.181667,"Minipi River near Minipi Lake, WSC 03OE002",Gauge/site proxy,52.85829,-61.620908,Minipi River mouth/confluence point used as proxy,River mouth to receiving water,Official/approximate feature point,No exact dam site found; WSC Minipi station used as site proxy.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010
MIN-01,Mouth_or_coast,Yes,MIN-01-MOUTH,Minipi River mouth/coast,52.85829,-61.620908,Minipi River — mouth/coast,River mouth/coast/outlet point. Minipi River mouth/confluence point used as proxy. Type: River mouth to receiving water. Note: No exact dam site found; WSC Minipi station used as site proxy.,Minipi River,Historical / preliminary potential,216 MW historical; 647 MW preliminary,Unexploited / identified,52.615833,-61.181667,"Minipi River near Minipi Lake, WSC 03OE002",Gauge/site proxy,52.85829,-61.620908,Minipi River mouth/confluence point used as proxy,River mouth to receiving water,Official/approximate feature point,No exact dam site found; WSC Minipi station used as site proxy.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010
STL-01,Dam_or_site,Yes,STL-01-SITE,Historical / preliminary potential,52.365278,-56.555556,St. Lewis River — Historical / preliminary potential — site,Potential/actual hydro site point. Approximate falls/obstruction location reported for St. Lewis River. Status: Unexploited / identified. Capacity/potential: 200 MW historical; 68 MW preliminary. Note: Historical hydro potential mapped near known falls/obstruction; use Site 8C row for small-hydro candidate.,St. Lewis River,Historical / preliminary potential,200 MW historical; 68 MW preliminary,Unexploited / identified,52.365278,-56.555556,Approximate falls/obstruction location reported for St. Lewis River,Approximate/manual,52.450142,-56.233477,St. Lewis River mouth at St. Lewis Inlet,River mouth / coast,Approximate public feature point,Historical hydro potential mapped near known falls/obstruction; use Site 8C row for small-hydro candidate.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
STL-01,Mouth_or_coast,Yes,STL-01-MOUTH,St. Lewis River mouth/coast,52.450142,-56.233477,St. Lewis River — mouth/coast,River mouth/coast/outlet point. St. Lewis River mouth at St. Lewis Inlet. Type: River mouth / coast. Note: Historical hydro potential mapped near known falls/obstruction; use Site 8C row for small-hydro candidate.,St. Lewis River,Historical / preliminary potential,200 MW historical; 68 MW preliminary,Unexploited / identified,52.365278,-56.555556,Approximate falls/obstruction location reported for St. Lewis River,Approximate/manual,52.450142,-56.233477,St. Lewis River mouth at St. Lewis Inlet,River mouth / coast,Approximate public feature point,Historical hydro potential mapped near known falls/obstruction; use Site 8C row for small-hydro candidate.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
STL-02,Dam_or_site,Yes,STL-02-SITE,Coastal Labrador Site 8C,52.365278,-56.555556,St. Lewis River — Coastal Labrador Site 8C — site,Potential/actual hydro site point. St. Lewis Site 8C gauge/site proxy; exact WSC coordinate not found in station index page. Status: Small-hydro candidate. Capacity/potential: up to 3 MW modelled small-hydro. Note: Hatch/NL Hydro notes a gauging station was established on the St. Lewis River for Site 8C.,St. Lewis River,Coastal Labrador Site 8C,up to 3 MW modelled small-hydro,Small-hydro candidate,52.365278,-56.555556,St. Lewis Site 8C gauge/site proxy; exact WSC coordinate not found in station index page,Gauge/site proxy / approximate,52.450142,-56.233477,St. Lewis River mouth at St. Lewis Inlet,River mouth / coast,Approximate public feature point,Hatch/NL Hydro notes a gauging station was established on the St. Lewis River for Site 8C.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/em/files/publications-energy-annex-no-2-re-assessment-of-power-and-energy.pdf
STL-02,Mouth_or_coast,Yes,STL-02-MOUTH,St. Lewis River mouth/coast,52.450142,-56.233477,St. Lewis River — mouth/coast,River mouth/coast/outlet point. St. Lewis River mouth at St. Lewis Inlet. Type: River mouth / coast. Note: Hatch/NL Hydro notes a gauging station was established on the St. Lewis River for Site 8C.,St. Lewis River,Coastal Labrador Site 8C,up to 3 MW modelled small-hydro,Small-hydro candidate,52.365278,-56.555556,St. Lewis Site 8C gauge/site proxy; exact WSC coordinate not found in station index page,Gauge/site proxy / approximate,52.450142,-56.233477,St. Lewis River mouth at St. Lewis Inlet,River mouth / coast,Approximate public feature point,Hatch/NL Hydro notes a gauging station was established on the St. Lewis River for Site 8C.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/em/files/publications-energy-annex-no-2-re-assessment-of-power-and-energy.pdf
MET-01,Dam_or_site,Yes,MET-01-SITE,Historical potential,53.423333,-63.233333,Metchin River — Historical potential — site,"Potential/actual hydro site point. Metchin River (East Branch) near Winokapau Lake, WSC 03OD004. Status: Unexploited / identified. Capacity/potential: 180 MW historical. Note: WSC Metchin point is on East Branch; verify against historical dam scheme.",Metchin River,Historical potential,180 MW historical,Unexploited / identified,53.423333,-63.233333,"Metchin River (East Branch) near Winokapau Lake, WSC 03OD004",Gauge/site proxy,53.311389,-63.368611,Metchin River mouth/confluence point,River mouth to receiving water,Official/approximate feature point,WSC Metchin point is on East Branch; verify against historical dam scheme.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010
MET-01,Mouth_or_coast,Yes,MET-01-MOUTH,Metchin River mouth/coast,53.311389,-63.368611,Metchin River — mouth/coast,River mouth/coast/outlet point. Metchin River mouth/confluence point. Type: River mouth to receiving water. Note: WSC Metchin point is on East Branch; verify against historical dam scheme.,Metchin River,Historical potential,180 MW historical,Unexploited / identified,53.423333,-63.233333,"Metchin River (East Branch) near Winokapau Lake, WSC 03OD004",Gauge/site proxy,53.311389,-63.368611,Metchin River mouth/confluence point,River mouth to receiving water,Official/approximate feature point,WSC Metchin point is on East Branch; verify against historical dam scheme.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010
NOR-01,Dam_or_site,Yes,NOR-01-SITE,Historical potential,53.875,-57.275,North River — Historical potential — site,"Potential/actual hydro site point. Approximate upper/lower obstruction reach; exact dam point not public. Status: Unexploited / identified. Capacity/potential: 160 MW historical. Note: Rivers of Labrador provides mouth coordinates and obstruction distances, not a dam coordinate.",North River,Historical potential,160 MW historical,Unexploited / identified,53.875,-57.275,Approximate upper/lower obstruction reach; exact dam point not public,Approximate/manual,53.816667,-57.1,North River mouth coordinates from Rivers of Labrador,River mouth / coast,Published mouth DMS,"Rivers of Labrador provides mouth coordinates and obstruction distances, not a dam coordinate.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
NOR-01,Mouth_or_coast,Yes,NOR-01-MOUTH,North River mouth/coast,53.816667,-57.1,North River — mouth/coast,"River mouth/coast/outlet point. North River mouth coordinates from Rivers of Labrador. Type: River mouth / coast. Note: Rivers of Labrador provides mouth coordinates and obstruction distances, not a dam coordinate.",North River,Historical potential,160 MW historical,Unexploited / identified,53.875,-57.275,Approximate upper/lower obstruction reach; exact dam point not public,Approximate/manual,53.816667,-57.1,North River mouth coordinates from Rivers of Labrador,River mouth / coast,Published mouth DMS,"Rivers of Labrador provides mouth coordinates and obstruction distances, not a dam coordinate.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
CRO-01,Dam_or_site,Yes,CRO-01-SITE,Historical potential,53.8,-60.833333,Crooked River — Historical potential — site,Potential/actual hydro site point. Crooked River river/mouth point used as proxy. Status: Unexploited / identified. Capacity/potential: 153 MW historical. Note: No exact public dam-site coordinate found.,Crooked River,Historical potential,153 MW historical,Unexploited / identified,53.8,-60.833333,Crooked River river/mouth point used as proxy,River-point proxy,53.8,-60.833333,Crooked River mouth / Grand Lake-Lake Melville region,River mouth to inland water,Approximate,No exact public dam-site coordinate found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
CRO-01,Mouth_or_coast,Yes,CRO-01-MOUTH,Crooked River mouth/coast,53.8,-60.833333,Crooked River — mouth/coast,River mouth/coast/outlet point. Crooked River mouth / Grand Lake-Lake Melville region. Type: River mouth to inland water. Note: No exact public dam-site coordinate found.,Crooked River,Historical potential,153 MW historical,Unexploited / identified,53.8,-60.833333,Crooked River river/mouth point used as proxy,River-point proxy,53.8,-60.833333,Crooked River mouth / Grand Lake-Lake Melville region,River mouth to inland water,Approximate,No exact public dam-site coordinate found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
ALE-01,Dam_or_site,Yes,ALE-01-SITE,Historical / preliminary potential,52.648611,-56.871111,Alexis River — Historical / preliminary potential — site,"Potential/actual hydro site point. Alexis River near Port Hope Simpson, WSC 03QC002. Status: Unexploited / identified. Capacity/potential: 143 MW historical; 98 MW preliminary. Note: Alexis gauge was also used as hydrological reference for St. Lewis/Gilbert small hydro studies.",Alexis River,Historical / preliminary potential,143 MW historical; 98 MW preliminary,Unexploited / identified,52.648611,-56.871111,"Alexis River near Port Hope Simpson, WSC 03QC002",Gauge/site proxy,52.55,-56.133333,Alexis River coast/mouth point used as proxy,River mouth / coast,Approximate,Alexis gauge was also used as hydrological reference for St. Lewis/Gilbert small hydro studies.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010; https://www.gov.nl.ca/em/files/publications-energy-annex-no-2-re-assessment-of-power-and-energy.pdf
ALE-01,Mouth_or_coast,Yes,ALE-01-MOUTH,Alexis River mouth/coast,52.55,-56.133333,Alexis River — mouth/coast,River mouth/coast/outlet point. Alexis River coast/mouth point used as proxy. Type: River mouth / coast. Note: Alexis gauge was also used as hydrological reference for St. Lewis/Gilbert small hydro studies.,Alexis River,Historical / preliminary potential,143 MW historical; 98 MW preliminary,Unexploited / identified,52.648611,-56.871111,"Alexis River near Port Hope Simpson, WSC 03QC002",Gauge/site proxy,52.55,-56.133333,Alexis River coast/mouth point used as proxy,River mouth / coast,Approximate,Alexis gauge was also used as hydrological reference for St. Lewis/Gilbert small hydro studies.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010; https://www.gov.nl.ca/em/files/publications-energy-annex-no-2-re-assessment-of-power-and-energy.pdf
BEA-01,Dam_or_site,Yes,BEA-01-SITE,Historical potential,53.733333,-60.95,Beaver River — Historical potential — site,Potential/actual hydro site point. Beaver River mouth/feature point used as proxy. Status: Unexploited / identified. Capacity/potential: 126 MW historical. Note: No exact public dam-site coordinate found.,Beaver River,Historical potential,126 MW historical,Unexploited / identified,53.733333,-60.95,Beaver River mouth/feature point used as proxy,River-point proxy,53.733333,-60.95,Beaver River mouth / Grand Lake area,River mouth to inland water,Approximate,No exact public dam-site coordinate found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
BEA-01,Mouth_or_coast,Yes,BEA-01-MOUTH,Beaver River mouth/coast,53.733333,-60.95,Beaver River — mouth/coast,River mouth/coast/outlet point. Beaver River mouth / Grand Lake area. Type: River mouth to inland water. Note: No exact public dam-site coordinate found.,Beaver River,Historical potential,126 MW historical,Unexploited / identified,53.733333,-60.95,Beaver River mouth/feature point used as proxy,River-point proxy,53.733333,-60.95,Beaver River mouth / Grand Lake area,River mouth to inland water,Approximate,No exact public dam-site coordinate found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
PIN-01,Dam_or_site,Yes,PIN-01-SITE,Historical / preliminary potential,51.635556,-56.6875,Pinware River — Historical / preliminary potential — site,Potential/actual hydro site point. Pinware River official feature/mouth point used as proxy. Status: Unexploited / identified. Capacity/potential: 120 MW historical; 77 MW preliminary. Note: No exact public dam-site coordinate found.,Pinware River,Historical / preliminary potential,120 MW historical; 77 MW preliminary,Unexploited / identified,51.635556,-56.6875,Pinware River official feature/mouth point used as proxy,River-point proxy,51.635556,-56.6875,Pinware River mouth / Strait of Belle Isle,River mouth / coast,Official/approximate feature point,No exact public dam-site coordinate found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
PIN-01,Mouth_or_coast,Yes,PIN-01-MOUTH,Pinware River mouth/coast,51.635556,-56.6875,Pinware River — mouth/coast,River mouth/coast/outlet point. Pinware River mouth / Strait of Belle Isle. Type: River mouth / coast. Note: No exact public dam-site coordinate found.,Pinware River,Historical / preliminary potential,120 MW historical; 77 MW preliminary,Unexploited / identified,51.635556,-56.6875,Pinware River official feature/mouth point used as proxy,River-point proxy,51.635556,-56.6875,Pinware River mouth / Strait of Belle Isle,River mouth / coast,Official/approximate feature point,No exact public dam-site coordinate found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
HAW-01,Dam_or_site,Yes,HAW-01-SITE,Historical potential,53.033333,-56.066667,Hawke River / Hawke Brook — Historical potential — site,Potential/actual hydro site point. Hawke River mouth/feature point used as proxy. Status: Unexploited / identified. Capacity/potential: 45 MW historical. Note: Historical table uses Hawke Brook; no exact dam point found.,Hawke River / Hawke Brook,Historical potential,45 MW historical,Unexploited / identified,53.033333,-56.066667,Hawke River mouth/feature point used as proxy,River-point proxy,53.033333,-56.066667,Hawke River / Hawke Bay coast point,River mouth / coast,Approximate,Historical table uses Hawke Brook; no exact dam point found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
HAW-01,Mouth_or_coast,Yes,HAW-01-MOUTH,Hawke River / Hawke Brook mouth/coast,53.033333,-56.066667,Hawke River / Hawke Brook — mouth/coast,River mouth/coast/outlet point. Hawke River / Hawke Bay coast point. Type: River mouth / coast. Note: Historical table uses Hawke Brook; no exact dam point found.,Hawke River / Hawke Brook,Historical potential,45 MW historical,Unexploited / identified,53.033333,-56.066667,Hawke River mouth/feature point used as proxy,River-point proxy,53.033333,-56.066667,Hawke River / Hawke Bay coast point,River mouth / coast,Approximate,Historical table uses Hawke Brook; no exact dam point found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://waves-vagues.dfo-mpo.gc.ca/library-bibliotheque/89967.pdf
LOB-01,Dam_or_site,Yes,LOB-01-SITE,Preliminary site,54.0,-64.992831,Lobstick / Smallwood Reservoir area — Preliminary site — site,"Potential/actual hydro site point. Lobstick Lake / Smallwood Reservoir area used as proxy. Status: Unexploited / preliminary. Capacity/potential: 160 MW preliminary. Note: The source lists Lobstick as a site; verify if mapping as a river, reservoir control structure, or project point.",Lobstick / Smallwood Reservoir area,Preliminary site,160 MW preliminary,Unexploited / preliminary,54.0,-64.992831,Lobstick Lake / Smallwood Reservoir area used as proxy,Approximate/manual,,,No separate river coast/mouth point; treated as reservoir/site,Not applicable / reservoir site,Not applicable,"The source lists Lobstick as a site; verify if mapping as a river, reservoir control structure, or project point.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010
LOB-01,Mouth_or_coast,No,LOB-01-MOUTH,Lobstick / Smallwood Reservoir area mouth/coast,,,Lobstick / Smallwood Reservoir area — mouth/coast,"River mouth/coast/outlet point. No separate river coast/mouth point; treated as reservoir/site. Type: Not applicable / reservoir site. Note: The source lists Lobstick as a site; verify if mapping as a river, reservoir control structure, or project point.",Lobstick / Smallwood Reservoir area,Preliminary site,160 MW preliminary,Unexploited / preliminary,54.0,-64.992831,Lobstick Lake / Smallwood Reservoir area used as proxy,Approximate/manual,,,No separate river coast/mouth point; treated as reservoir/site,Not applicable / reservoir site,Not applicable,"The source lists Lobstick as a site; verify if mapping as a river, reservoir control structure, or project point.",Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010
KOG-01,Dam_or_site,Yes,KOG-01-SITE,Preliminary site,56.15,-62.7325,Kogaluk River — Preliminary site — site,Potential/actual hydro site point. Kogaluk River / Cabot Lake outlet region used as site proxy. Status: Unexploited / preliminary. Capacity/potential: 58 MW preliminary. Note: No exact dam-site coordinate found; river/lake outlet proxy used.,Kogaluk River,Preliminary site,58 MW preliminary,Unexploited / preliminary,56.15,-62.7325,Kogaluk River / Cabot Lake outlet region used as site proxy,Gauge/site proxy,56.213878,-61.726055,Kogaluk River mouth at Voisey's Bay / Labrador Sea coast,River mouth / coast,Approximate public feature point,No exact dam-site coordinate found; river/lake outlet proxy used.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010
KOG-01,Mouth_or_coast,Yes,KOG-01-MOUTH,Kogaluk River mouth/coast,56.213878,-61.726055,Kogaluk River — mouth/coast,River mouth/coast/outlet point. Kogaluk River mouth at Voisey's Bay / Labrador Sea coast. Type: River mouth / coast. Note: No exact dam-site coordinate found; river/lake outlet proxy used.,Kogaluk River,Preliminary site,58 MW preliminary,Unexploited / preliminary,56.15,-62.7325,Kogaluk River / Cabot Lake outlet region used as site proxy,Gauge/site proxy,56.213878,-61.726055,Kogaluk River mouth at Voisey's Bay / Labrador Sea coast,River mouth / coast,Approximate public feature point,No exact dam-site coordinate found; river/lake outlet proxy used.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010
MIS-01,Dam_or_site,Yes,MIS-01-SITE,Preliminary site,55.944139,-63.098822,Mistastin River / Mistastin system — Preliminary site — site,"Potential/actual hydro site point. Mistastin Lake outlet / Mistastin River below Mistastin Lake, WSC 03NE007 proxy. Status: Unexploited / preliminary. Capacity/potential: 81 MW preliminary. Note: The actual coast outlet is downstream via Kogaluk River; row mouth is the Mistastin River mouth into the receiving system.",Mistastin River / Mistastin system,Preliminary site,81 MW preliminary,Unexploited / preliminary,55.944139,-63.098822,"Mistastin Lake outlet / Mistastin River below Mistastin Lake, WSC 03NE007 proxy",Gauge/site proxy,56.147315,-62.725327,Mistastin River mouth into Head Brook / Kogaluk system,River mouth to receiving water,Approximate public feature point,The actual coast outlet is downstream via Kogaluk River; row mouth is the Mistastin River mouth into the receiving system.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010
MIS-01,Mouth_or_coast,Yes,MIS-01-MOUTH,Mistastin River / Mistastin system mouth/coast,56.147315,-62.725327,Mistastin River / Mistastin system — mouth/coast,River mouth/coast/outlet point. Mistastin River mouth into Head Brook / Kogaluk system. Type: River mouth to receiving water. Note: The actual coast outlet is downstream via Kogaluk River; row mouth is the Mistastin River mouth into the receiving system.,Mistastin River / Mistastin system,Preliminary site,81 MW preliminary,Unexploited / preliminary,55.944139,-63.098822,"Mistastin Lake outlet / Mistastin River below Mistastin Lake, WSC 03NE007 proxy",Gauge/site proxy,56.147315,-62.725327,Mistastin River mouth into Head Brook / Kogaluk system,River mouth to receiving water,Approximate public feature point,The actual coast outlet is downstream via Kogaluk River; row mouth is the Mistastin River mouth into the receiving system.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://wateroffice.ec.gc.ca/station_metadata/reference_index_e.html?stnNum=02YK010
NOT-L,Dam_or_site,Yes,NOT-L-SITE,Lower site,56.023746,-61.511167,Notakwanon River — Lower site — site,Potential/actual hydro site point. Notakwanon River official/coastal feature used as lower-site proxy. Status: Unexploited / preliminary. Capacity/potential: 84 MW preliminary. Note: No exact public lower-site dam coordinate found.,Notakwanon River,Lower site,84 MW preliminary,Unexploited / preliminary,56.023746,-61.511167,Notakwanon River official/coastal feature used as lower-site proxy,River-point proxy,56.023746,-61.511167,Notakwanon River mouth/coast point,River mouth / coast,Approximate/official feature point,No exact public lower-site dam coordinate found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
NOT-L,Mouth_or_coast,Yes,NOT-L-MOUTH,Notakwanon River mouth/coast,56.023746,-61.511167,Notakwanon River — mouth/coast,River mouth/coast/outlet point. Notakwanon River mouth/coast point. Type: River mouth / coast. Note: No exact public lower-site dam coordinate found.,Notakwanon River,Lower site,84 MW preliminary,Unexploited / preliminary,56.023746,-61.511167,Notakwanon River official/coastal feature used as lower-site proxy,River-point proxy,56.023746,-61.511167,Notakwanon River mouth/coast point,River mouth / coast,Approximate/official feature point,No exact public lower-site dam coordinate found.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
NOT-U,Dam_or_site,Yes,NOT-U-SITE,Upper site,56.08,-61.85,Notakwanon River — Upper site — site,Potential/actual hydro site point. Approximate upstream Notakwanon River proxy. Status: Unexploited / preliminary. Capacity/potential: 94 MW preliminary. Note: Upper site coordinate is a broad upstream proxy; requires toponymy/GIS verification.,Notakwanon River,Upper site,94 MW preliminary,Unexploited / preliminary,56.08,-61.85,Approximate upstream Notakwanon River proxy,Approximate/manual,56.023746,-61.511167,Notakwanon River mouth/coast point,River mouth / coast,Approximate/official feature point,Upper site coordinate is a broad upstream proxy; requires toponymy/GIS verification.,Uploaded file: Labrador Rivers and Hydroelectric Potential_ Power Estimates and Current Status.md; https://www.gov.nl.ca/publicat/royalcomm/research/Churchill.pdf
